-4.50622034072876,1.131884336471558,-0.9875805377960205,-4.506220427655771,1.131884336585868,-0.9875805313843568,8.0,28.0,28410.0,4.75,79597312039.0,397312039.0,-12.0
-4.464526653289795,1.137163877487183,-0.9792640805244446,-4.46452688457591,1.137163836192278,-0.9792640637516463,13.0,28.0,28429.0,4.71,79597312085.0,397312085.0,-12.0
-4.513718605041504,1.150532484054565,-0.8776209354400635,-4.513718703677431,1.150532470611036,-0.8776209307794537,4.0,30.0,28430.0,4.74,79597312087.0,397312087.0,-10.67
-4.42095422744751,1.141690254211426,-0.9705317616462708,-4.420954143547543,1.14169021137838,-0.9705317727373005,8.0,28.0,28448.0,4.668,79597312131.0,397312131.0,-12.0
-4.447082996368408,1.149265766143799,-0.8654009103775024,-4.447082804825884,1.149265775300626,-0.8654008925027777,11.0,30.0,28449.0,4.674,79597312133.0,397312133.0,-10.67
-4.348615646362305,1.140026688575745,-0.9555621147155762,-4.348615421471,1.140026723347465,-0.9555621309984218,2.0,28.0,28469.0,4.596,79597312177.0,397312177.0,-12.0
-4.401016712188721,1.154585123062134,-0.8572542071342468,-4.401016747735246,1.154585129901845,-0.857254200318327,3.0,30.0,28470.0,4.63,79597312179.0,397312179.0,-10.67
-4.288090229034424,1.139369964599609,-0.9430874586105347,-4.288090275617027,1.139369952379246,-0.9430874295493563,2.0,28.0,28488.0,4.536,79597312223.0,397312223.0,-12.0
-4.349678039550781,1.156547069549561,-0.8479965925216675,-4.349678236914619,1.156547019893457,-0.8479965955632696,1.0,30.0,28489.0,4.58,79597312225.0,397312225.0,-10.67
-4.440797805786133,1.185755610466003,-0.7551573514938354,-4.440797794805093,1.185755589696268,-0.7551573525817538,10.0,1.0,28495.0,4.658,79597312238.0,397312238.0,-9.3299999
-4.248197555541992,1.144660949707031,-0.9351868033409119,-4.248197389976972,1.144660915903184,-0.9351867852982815,2.0,28.0,28508.0,4.498,79597312269.0,397312269.0,-12.0
-4.294378280639648,1.157908082008362,-0.8379983901977539,-4.294378130268004,1.157908107461145,-0.8379983824278073,2.0,30.0,28509.0,4.526,79597312271.0,397312271.0,-10.67
-4.394930362701416,1.189135432243347,-0.748024046421051,-4.394930361174501,1.189135459515173,-0.7480240499811532,2.0,1.0,28514.0,4.614,79597312284.0,397312284.0,-9.3299999
-4.461913585662842,1.208094835281372,-0.649660050868988,-4.461913555202323,1.208094890503098,-0.6496600352815854,5.0,3.0,28515.0,4.668,79597312286.0,397312286.0,-8.0
-4.199084758758545,1.146376729011536,-0.9252070188522339,-4.199084701655112,1.146376740347522,-0.925207024139029,2.0,28.0,28527.0,4.45,79597312315.0,397312315.0,-12.0
