0.0595669224858284,14.83876037597656,-1.735291481018066,0.05956692260933781,14.83876057294807,-1.735291456918043,1.0,5.0,23.0,14.94,79617045957.0,417045957.0,-6.6700001
0.09910934418439865,14.19613742828369,-1.995185613632202,0.0991093433723128,14.19613707520175,-1.995185575363498,2.0,3.0,40.0,14.336,79617046001.0,417046001.0,-8.0
0.1065819039940834,14.89412021636963,-1.741795897483826,0.1065819050960716,14.89411975760188,-1.741795896113988,2.0,5.0,41.0,14.996,79617046003.0,417046003.0,-6.6700001
0.1585714370012283,14.89365673065186,-1.741795897483826,0.1585714359730172,14.89365697724954,-1.741795896113988,2.0,5.0,61.0,14.996,79617046049.0,417046049.0,-6.6700001
0.169087827205658,15.6252269744873,-1.45784604549408,0.1690878314879376,15.62522736935437,-1.457846000516505,2.0,7.0,62.0,15.694,79617046051.0,417046051.0,-5.3299999
0.2084866762161255,14.93078804016113,-1.746209621429443,0.2084866822300397,14.93078836689086,-1.746209622711236,2.0,5.0,80.0,15.034,79617046095.0,417046095.0,-6.6700001
0.2562753856182098,14.98169994354248,-1.752249479293823,0.2562753880445149,14.98170019585695,-1.75224945910747,2.0,5.0,98.0,15.086,79617046141.0,417046141.0,-6.6700001
0.3118856847286224,15.01442241668701,-1.756198525428772,0.3118856731203608,15.01442286151235,-1.756198582905008,2.0,5.0,119.0,15.12,79617046187.0,417046187.0,-6.6700001
0.3340969383716583,15.81776714324951,-1.476052761077881,0.3340969242775777,15.81776682466357,-1.476052819434641,2.0,7.0,121.0,15.89,79617046190.0,417046190.0,-5.3299999
0.3653540015220642,15.05693244934082,-1.761309266090393,0.3653540039094262,15.05693203496504,-1.761309213701821,2.0,5.0,139.0,15.164,79617046233.0,417046233.0,-6.6700001
0.4195638298988342,15.11513614654541,-1.768278241157532,0.4195638413348486,15.11513593036701,-1.768278255697476,2.0,5.0,159.0,15.224,79617046279.0,417046279.0,-6.6700001
0.4742511808872223,15.26058864593506,-1.785468578338623,0.4742511718769076,15.26058884348084,-1.785468559286758,2.0,5.0,178.0,15.372,79617046326.0,417046326.0,-6.6700001
0.5475586652755737,15.83854103088379,-1.85330057144165,0.5475586833243963,15.83854136253721,-1.853300568044465,2.0,5.0,198.0,15.956,79617046372.0,417046372.0,-6.6700001
2.079502582550049,14.0653772354126,-1.998247385025024,2.079502689466935,14.06537734859954,-1.99824738358462,8.0,3.0,841.0,14.358,79617047890.0,417047890.0,-8.0
2.101309061050415,13.8778772354126,-1.972639560699463,2.101309172285484,13.87787696426521,-1.972639533007967,6.0,3.0,861.0,14.174,79617047936.0,417047936.0,-8.0
